"common_name","eBird","BAMv4","BAMv5","CGAMv1","DUC"
"Sharpbill","Yes","No","No","No","No"
"Sharp-billed Canastero","Yes","No","No","No","No"
"Shining Bronze-Cuckoo","Yes","No","No","No","No"
"Short-billed Dowitcher","Yes","No","No","No","No"
"Short-billed Pigeon","Yes","No","No","No","No"
"Short-eared Owl","Yes","No","No","No","No"
"Shiny Cowbird","Yes","No","No","No","No"
"Shining Honeycreeper","Yes","No","No","No","No"
"Sharp-shinned Hawk","Yes","No","No","No","No"
"Short-toed Snake-Eagle","Yes","No","No","No","No"
"Slate-headed Tody-Flycatcher","Yes","No","No","No","No"
"Sharp-tailed Grouse","Yes","No","No","No","No"
"Short-tailed Hawk","Yes","No","No","No","No"
"Short-tailed Nighthawk","Yes","No","No","No","No"
"Sharp-tailed Sandpiper","Yes","No","No","No","No"
"Short-tailed Shearwater","Yes","No","No","No","No"
"Sharp-tailed Streamcreeper","Yes","No","No","No","No"
"Short-tailed Swift","Yes","No","No","No","No"
"Short-toed Treecreeper","Yes","No","No","No","No"
"Siberian Blue Robin","Yes","No","No","No","No"
"Siberian Stonechat","Yes","No","No","No","No"
"Silver-beaked Tanager","Yes","No","No","No","No"
"Sick's Swift","Yes","No","No","No","No"
"Silver-eared Mesia","Yes","No","No","No","No"
"Silvery-fronted Tapaculo","Yes","No","No","No","No"
"Silvered Antbird","Yes","No","No","No","No"
"Silvery Grebe","Yes","No","No","No","No"
"Silver Gull","Yes","No","No","No","No"
"Silver Teal","Yes","No","No","No","No"
"Silvereye","Yes","No","No","No","No"
"Sierra Madre Sparrow","Yes","No","No","No","No"
"Sinaloa Crow","Yes","No","No","No","No"
"Singing Quail","Yes","No","No","No","No"
"Sinaloa Wren","Yes","No","No","No","No"
"Sirkeer Malkoha","Yes","No","No","No","No"
"Choco Sirystes","Yes","No","No","No","No"
"Silvery-throated Jay","Yes","No","No","No","No"
"Silvery-throated Spinetail","Yes","No","No","No","No"
"Silver-throated Tanager","Yes","No","No","No","No"
"Eurasian Skylark","Yes","No","No","No","No"
"Slaty Antwren","Yes","No","No","No","No"
"Slaty Flowerpiercer","Yes","No","No","No","No"
"Slaty Spinetail","Yes","No","No","No","No"
"Slaty Vireo","Yes","No","No","No","No"
"Carnaby's Black-Cockatoo","Yes","No","No","No","No"
"St. Lucia Black Finch","Yes","No","No","No","No"
"Slender-billed Finch","Yes","No","No","No","No"
"Slaty-backed Gull","Yes","No","No","No","No"
"Slender-billed Parakeet","Yes","No","No","No","No"
"Slender-billed Prion","Yes","No","No","No","No"
"Slaty-breasted Tinamou","Yes","No","No","No","No"
"Slate-colored Coot","Yes","No","No","No","No"
"Slaty-capped Flycatcher","Yes","No","No","No","No"
"Slate-colored Grosbeak","Yes","No","No","No","No"
"Slate-colored Seedeater","Yes","No","No","No","No"
"Slate-colored Solitaire","Yes","No","No","No","No"
"Slender Sheartail","Yes","No","No","No","No"
"Slate-throated Gnatcatcher","Yes","No","No","No","No"
"Slate-throated Redstart","Yes","No","No","No","No"
"Slaty-tailed Trogon","Yes","No","No","No","No"
"Smooth-billed Ani","Yes","No","No","No","No"
"Small-billed Elaenia","Yes","No","No","No","No"
"Smoky-brown Woodpecker","Yes","No","No","No","No"
"Smith's Longspur","Yes","No","No","No","No"
"Snail Kite","Yes","No","No","No","No"
"Snowy-browed Flycatcher","Yes","No","No","No","No"
"Snowy-bellied Hummingbird","Yes","No","No","No","No"
"Snow Bunting","Yes","No","No","No","No"
"Snowy Cotinga","Yes","No","No","No","No"
"Snowy Egret","Yes","No","No","No","No"
"Snow Goose","Yes","No","No","No","No"
"Snowy Owl","Yes","No","No","No","No"
"Snowy Plover","Yes","No","No","No","No"
"Snowy Sheathbill","Yes","No","No","No","No"
"Snowcap","Yes","No","No","No","No"
"South American Painted-Snipe","Yes","No","No","No","No"
"South African Shelduck","Yes","No","No","No","No"
"Magellanic Snipe","Yes","No","No","No","No"
"Sooty Ant-Tanager","Yes","No","No","No","No"
"South American Tern","Yes","No","No","No","No"
"Southern Brown Kiwi","Yes","No","No","No","No"
"Southern Beardless-Tyrannulet","Yes","No","No","No","No"
"Social Flycatcher","Yes","No","No","No","No"
"Sociable Weaver","Yes","No","No","No","No"
"Sooty-faced Finch","Yes","No","No","No","No"
"Southern Ground-Hornbill","Yes","No","No","No","No"
"Sooty-headed Tyrannulet","Yes","No","No","No","No"
"South Island Oystercatcher","Yes","No","No","No","No"
"South Island Wren","Yes","No","No","No","No"
"Solitary Eagle","Yes","No","No","No","No"
"Solitary Sandpiper","Yes","Yes","Yes","No","No"
"Song Sparrow","Yes","Yes","No","No","No"
"Song Thrush","Yes","No","No","No","No"
"Song Wren","Yes","No","No","No","No"
"Sooty Grassquit","Yes","No","No","No","No"
"Sooty Grouse","Yes","Yes","No","No","No"
"Sooty Oystercatcher","Yes","No","No","No","No"
"Sooty Thrush","Yes","No","No","No","No"
"Sooty Shearwater","Yes","No","No","No","No"
"South Polar Skua","Yes","No","No","No","No"
"Sora","Yes","No","No","No","No"
"Southern Bentbill","Yes","No","No","No","No"
"Southern Boubou","Yes","No","No","No","No"
"Southern Emuwren","Yes","No","No","No","No"
"Southern Fiscal","Yes","No","No","No","No"
"Southern Fulmar","Yes","No","No","No","No"
"Southern Lapwing","Yes","No","No","No","No"
"Southern Martin","Yes","No","No","No","No"
"Southern Screamer","Yes","No","No","No","No"
"Southern Whiteface","Yes","No","No","No","No"
"Mexican Whip-poor-will","Yes","No","No","No","No"
"Spanish Eagle","Yes","No","No","No","No"
"Eastern Spot-billed Duck","Yes","No","No","No","No"
"Spot-breasted Fantail","Yes","No","No","No","No"
"Spot-breasted Oriole","Yes","No","No","No","No"
"Spot-billed Pelican","Yes","No","No","No","No"
"Spoon-billed Sandpiper","Yes","No","No","No","No"
"Spot-breasted Woodpecker","Yes","No","No","No","No"
"Spot-breasted Wren","Yes","No","No","No","No"
"Spot-crowned Antvireo","Yes","No","No","No","No"
"Spot-crowned Barbet","Yes","No","No","No","No"
"Spot-crowned Euphonia","Yes","No","No","No","No"
"Spangle-cheeked Tanager","Yes","No","No","No","No"
"Spot-crowned Woodcreeper","Yes","No","No","No","No"
"Spectacled Duck","Yes","No","No","No","No"
"Spectacled Eider","Yes","No","No","No","No"
"Speckled Mourner","Yes","No","No","No","No"
"Speckled Mousebird","Yes","No","No","No","No"
"Spectacled Owl","Yes","No","No","No","No"
"Spectacled Parrotlet","Yes","No","No","No","No"
"Speckled Pigeon","Yes","No","No","No","No"
"Speckled Tanager","Yes","No","No","No","No"
"Andean Teal","Yes","No","No","No","No"
"Spectacled Tyrant","Yes","No","No","No","No"
"Spot-flanked Gallinule","Yes","No","No","No","No"
"Spot-fronted Swift","Yes","No","No","No","No"
"Spix's Spinetail","Yes","No","No","No","No"
"Splendid Fairywren","Yes","No","No","No","No"
"Yellow-throated Nightingale-Thrush","Yes","No","No","No","No"
"Spotted Antbird","Yes","No","No","No","No"
"Spotted Barbtail","Yes","No","No","No","No"
"Spotless Crake","Yes","No","No","No","No"
"Spotted Dove","Yes","No","No","No","No"
"Spotted Nothura","Yes","No","No","No","No"
"Spotted Owl","Yes","No","No","No","No"
"Spotted Owlet","Yes","No","No","No","No"
"Spotted Pardalote","Yes","No","No","No","No"
"Spotted Rail","Yes","No","No","No","No"
"Spotted Sandpiper","Yes","Yes","No","No","No"
"Spotted Shag","Yes","No","No","No","No"
"Spotless Starling","Yes","No","No","No","No"
"Spotted Towhee","Yes","No","No","No","No"
"Spotted Woodcreeper","Yes","No","No","No","No"
"Spotted Wren","Yes","No","No","No","No"
"Spruce Grouse","Yes","No","No","No","No"
"Sprague's Pipit","Yes","No","No","Yes","No"
"Spotted Tody-Flycatcher","Yes","No","No","No","No"
"Sparkling-tailed Hummingbird","Yes","No","No","No","No"
"Spot-tailed Nightjar","Yes","No","No","No","No"
"Sparkling Violetear","Yes","No","No","No","No"
"Spot-winged Pigeon","Yes","No","No","No","No"
"Spotted Wood-Quail","Yes","No","No","No","No"
"Squirrel Cuckoo","Yes","No","No","No","No"
"Southern Rough-winged Swallow","Yes","No","No","No","No"
"Saltmarsh Sparrow","Yes","No","No","No","No"
"Stripe-backed Bittern","Yes","No","No","No","No"
"Straight-billed Earthcreeper","Yes","No","No","No","No"
"Streak-backed Oriole","Yes","No","No","No","No"
"Straight-billed Reedhaunter","Yes","No","No","No","No"
"Stripe-breasted Spinetail","Yes","No","No","No","No"
"Streak-breasted Treehunter","Yes","No","No","No","No"
"Strong-billed Woodcreeper","Yes","No","No","No","No"
"Straight-billed Woodcreeper","Yes","No","No","No","No"
"Stripe-breasted Wren","Yes","No","No","No","No"
"Streak-chested Antpitta","Yes","No","No","No","No"
"Stripe-cheeked Woodpecker","Yes","No","No","No","No"
"Steppe Eagle","Yes","No","No","No","No"
"Steller's Eider","Yes","No","No","No","No"
"Steller's Jay","Yes","No","No","No","No"
"Taiwan Liocichla","Yes","No","No","No","No"
"Scaly-throated Foliage-gleaner","Yes","No","No","No","No"
"Short-tailed Field Tyrant","Yes","No","No","No","No"
"Costa Rican Brushfinch","Yes","No","No","No","No"
"Stripe-headed Sparrow","Yes","No","No","No","No"
"Streak-headed Woodcreeper","Yes","No","No","No","No"
"Stilt Sandpiper","Yes","No","No","No","No"
"Stiles's Tapaculo","Yes","No","No","No","No"
"Stitchbird","Yes","No","No","No","No"
"St. Lucia Oriole","Yes","No","No","No","No"
"St. Lucia Amazon","Yes","No","No","No","No"
"St. Lucia Warbler","Yes","No","No","No","No"
"Straw-necked Ibis","Yes","No","No","No","No"
"Stolid Flycatcher","Yes","No","No","No","No"
"European Stonechat","Yes","No","No","No","No"
"Striated Caracara","Yes","No","No","No","No"
"Striped Cuckoo","Yes","No","No","No","No"
"Red-billed Streamertail","Yes","No","No","No","No"
"Black-billed Streamertail","Yes","No","No","No","No"
"Streaked Flycatcher","Yes","No","No","No","No"
"Striated Heron","Yes","No","No","No","No"
"Striped Owl","Yes","No","No","No","No"
"Striped Prinia","Yes","No","No","No","No"
"Streaked Saltator","Yes","No","No","No","No"
"Striped Sparrow","Yes","No","No","No","No"
"Striated Thornbill","Yes","No","No","No","No"
"Streaked Weaver","Yes","No","No","No","No"
"Strickland's Woodpecker","Yes","No","No","No","No"
"Western Woodhaunter","Yes","No","No","No","No"
"Striped Woodpecker","Yes","No","No","No","No"
"Streaked Xenops","Yes","No","No","No","No"
"Pin-striped Tit-Babbler","Yes","No","No","No","No"
"Stripe-throated Hermit","Yes","No","No","No","No"
"Stripe-tailed Hummingbird","Yes","No","No","No","No"
"Stub-tailed Spadebill","Yes","No","No","No","No"
"Streaked Tit-Spinetail","Yes","No","No","No","No"
"Stripe-throated Wren","Yes","No","No","No","No"
"St. Vincent Amazon","Yes","No","No","No","No"
"Styan's Bulbul","Yes","No","No","No","No"
"Stygian Owl","Yes","No","No","No","No"
"Sulphur-bellied Flycatcher","Yes","No","No","No","No"
"Subantarctic Snipe","Yes","No","No","No","No"
"Sulphur-crested Cockatoo","Yes","No","No","No","No"
"Superb Fruit-Dove","Yes","No","No","No","No"
"Sulphury Flycatcher","Yes","No","No","No","No"
"Summer Tanager","Yes","No","No","No","No"
"Sumichrast's Wren","Yes","No","No","No","No"
"Sunbittern","Yes","No","No","No","No"
"Sungrebe","Yes","No","No","No","No"
"Superb Fairywren","Yes","No","No","No","No"
"Superb Parrot","Yes","No","No","No","No"
"Superciliated Wren","Yes","No","No","No","No"
"Surfbird","Yes","No","No","No","No"
"Sulphur-rumped Flycatcher","Yes","No","No","No","No"
"Surf Scoter","Yes","No","No","No","No"
"Sulphur-rumped Tanager","Yes","No","No","No","No"
"Sulphur-winged Parakeet","Yes","No","No","No","No"
"Swainson's Flycatcher","Yes","No","No","No","No"
"Swamp Francolin","Yes","No","No","No","No"
"Swamp Harrier","Yes","No","No","No","No"
"Swainson's Hawk","Yes","No","No","No","No"
"Swamp Sparrow","Yes","Yes","No","No","No"
"Swallow Tanager","Yes","No","No","No","No"
"Swainson's Thrush","Yes","Yes","Yes","No","No"
"Swainson's Warbler","Yes","No","No","No","No"
"Slaty-winged Foliage-gleaner","Yes","No","No","No","No"
"Swinhoe's Pheasant","Yes","No","No","No","No"
"Swinhoe's White-eye","Yes","No","No","No","No"
"Swallow-tailed Kite","Yes","No","No","No","No"
"Syrian Woodpecker","Yes","No","No","No","No"
"Tawny-bellied Seedeater","Yes","No","No","No","No"
"Tawny-capped Euphonia","Yes","No","No","No","No"
"Tawny-crowned Greenlet","Yes","No","No","No","No"
"Fulvous-faced Scrub-Tyrant","Yes","No","No","No","No"
"Tawny-crested Tanager","Yes","No","No","No","No"
"Tawny-faced Gnatwren","Yes","No","No","No","No"
"Tawny Fish-Owl","Yes","No","No","No","No"
"Tawny-faced Quail","Yes","No","No","No","No"
"Taiwan Bamboo-Partridge","Yes","No","No","No","No"
"Taiwan Barwing","Yes","No","No","No","No"
"Taiwan Barbet","Yes","No","No","No","No"
"Taiwan Bush Warbler","Yes","No","No","No","No"
"Taiga Flycatcher","Yes","No","No","No","No"
"Taiwan Fulvetta","Yes","No","No","No","No"
"Taiwan Hwamei","Yes","No","No","No","No"
"Taiwan Partridge","Yes","No","No","No","No"
"Taiwan Scimitar-Babbler","Yes","No","No","No","No"
"Taiwan Cupwing","Yes","No","No","No","No"
"Taiwan Yuhina","Yes","No","No","No","No"
"South Island Takahe","Yes","No","No","No","No"
"Tamarugo Conebill","Yes","No","No","No","No"
"Tamaulipas Crow","Yes","No","No","No","No"
"Tawny-shouldered Blackbird","Yes","No","No","No","No"
"Tawny-throated Dotterel","Yes","No","No","No","No"
"Middle American Leaftosser","Yes","No","No","No","No"
"Tataupa Tinamou","Yes","No","No","No","No"
"Tawny Eagle","Yes","No","No","No","No"
"Tawny Lark","Yes","No","No","No","No"
"Tawny Owl","Yes","No","No","No","No"
"Tawny-winged Woodcreeper","Yes","No","No","No","No"
"Thick-billed Seed-Finch","Yes","No","No","No","No"
"Temminck's Stint","Yes","No","No","No","No"
"Tennessee Warbler","Yes","Yes","Yes","No","No"
"Terek Sandpiper","Yes","No","No","No","No"
"Thick-billed Euphonia","Yes","No","No","No","No"
"Thick-billed Kingbird","Yes","No","No","No","No"
"Thick-billed Murre","Yes","No","No","No","No"
"Thick-billed Siskin","Yes","No","No","No","No"
"Thick-billed Vireo","Yes","No","No","No","No"
"Thekla's Lark","Yes","No","No","No","No"
"Thicket Antpitta","Yes","No","No","No","No"
"Thicket Tinamou","Yes","No","No","No","No"
"Northern Schiffornis","Yes","No","No","No","No"
"Russet-winged Schiffornis","Yes","No","No","No","No"
"Thrush Nightingale","Yes","No","No","No","No"
"Yungas Warbler","Yes","No","No","No","No"
"Costa Rican Warbler","Yes","No","No","No","No"
"Thorn-tailed Rayadito","Yes","No","No","No","No"
"Three-wattled Bellbird","Yes","No","No","No","No"
"Timberline Wren","Yes","No","No","No","No"
"Tiny Hawk","Yes","No","No","No","No"
"Tody Motmot","Yes","No","No","No","No"
"Tomtit","Yes","No","No","No","No"
"Topknot Pigeon","Yes","No","No","No","No"
"Torresian Crow","Yes","No","No","No","No"
"Torrent Duck","Yes","No","No","No","No"
"Torresian Imperial-Pigeon","Yes","No","No","No","No"
"Torrent Tyrannulet","Yes","No","No","No","No"
"Toucan Barbet","Yes","No","No","No","No"
"Townsend's Solitaire","Yes","Yes","Yes","No","No"
"Townsend's Warbler","Yes","Yes","Yes","No","No"
"Tree Martin","Yes","No","No","No","No"
"Tree Pipit","Yes","No","No","No","No"
"Tree Swallow","Yes","Yes","Yes","No","No"
"Tricolored Blackbird","Yes","No","No","No","No"
"Trinidad Euphonia","Yes","No","No","No","No"
"Tricolored Heron","Yes","No","No","No","No"
"Trinidad Motmot","Yes","No","No","No","No"
"Tricolored Munia","Yes","No","No","No","No"
"White-browed Gnatcatcher","Yes","No","No","No","No"
"Tropical Kingbird","Yes","No","No","No","No"
"Tropical Mockingbird","Yes","No","No","No","No"
"Tropical Parula","Yes","No","No","No","No"
"Northern Tropical Pewee","Yes","No","No","No","No"
"Trinidad Piping-Guan","Yes","No","No","No","No"
"Tropical Screech-Owl","Yes","No","No","No","No"
"Trumpeter Swan","Yes","No","No","No","No"
"Snowy-crowned Tern","Yes","No","No","No","No"
"Turquoise-browed Motmot","Yes","No","No","No","No"
"Tufted Coquette","Yes","No","No","No","No"
"Tufted Duck","Yes","No","No","No","No"
"Tufted Flycatcher","Yes","No","No","No","No"
"Tufted Jay","Yes","No","No","No","No"
"Tufted Puffin","Yes","No","No","No","No"
"Tufted Titmouse","Yes","No","No","No","No"
"Tui","Yes","No","No","No","No"
"Tundra Bean-Goose","Yes","No","No","No","No"
"Tundra Swan","Yes","No","No","No","No"
"Tuxtla Quail-Dove","Yes","No","No","No","No"
"Turquoise Cotinga","Yes","No","No","No","No"
"Turquoise Dacnis","Yes","No","No","No","No"
"Turquoise Tanager","Yes","No","No","No","No"
"Turkey Vulture","Yes","No","No","No","No"
"Tufted Tit-Tyrant","Yes","No","No","No","No"
"Two-banded Plover","Yes","No","No","No","No"
"Tyrian Metaltail","Yes","No","No","No","No"
"Uniform Crake","Yes","No","No","No","No"
"Unicolored Jay","Yes","No","No","No","No"
"Upland Goose","Yes","No","No","No","No"
"Upland Sandpiper","Yes","Yes","No","Yes","No"
"Unspotted Saw-whet Owl","Yes","No","No","No","No"
"Varied Bunting","Yes","No","No","No","No"
"Purple-backed Fairywren","Yes","No","No","No","No"
"Variegated Fairywren","Yes","No","No","No","No"
"Variegated Flycatcher","Yes","No","No","No","No"
"Variable Oystercatcher","Yes","No","No","No","No"
"Variable Seedeater","Yes","No","No","No","No"
"Varied Solitaire","Yes","No","No","No","No"
"Varied Thrush","Yes","Yes","Yes","No","No"
"Varied Tit","Yes","No","No","No","No"
"Vaux's Swift","Yes","No","No","No","No"
"Veery","Yes","Yes","Yes","No","No"
"Velvet-fronted Euphonia","Yes","No","No","No","No"
"Venezuelan Flycatcher","Yes","No","No","No","No"
"Venezuelan Troupial","Yes","No","No","No","No"
"Velvet-purple Coronet","Yes","No","No","No","No"
"Verdin","Yes","No","No","No","No"
"Verreaux's Eagle","Yes","No","No","No","No"
"Vermilion Flycatcher","Yes","No","No","No","No"
"Vervain Hummingbird","Yes","No","No","No","No"
"Veraguan Mango","Yes","No","No","No","No"
"Choco Screech-Owl","Yes","No","No","No","No"
"Middle American Screech-Owl","Yes","No","No","No","No"
"Vesper Sparrow","Yes","Yes","Yes","Yes","No"
"Violet-bellied Hummingbird","Yes","No","No","No","No"
"Violet-crowned Hummingbird","Yes","No","No","No","No"
"Violet-green Swallow","Yes","No","No","No","No"
"Violet-headed Hummingbird","Yes","No","No","No","No"
"Village Weaver","Yes","No","No","No","No"
"Taiwan Rosefinch","Yes","No","No","No","No"
"Violaceous Euphonia","Yes","No","No","No","No"
"Violet Sabrewing","Yes","No","No","No","No"
"Guianan Trogon","Yes","No","No","No","No"
"Virginia Rail","Yes","No","No","No","No"
"Virginia's Warbler","Yes","No","No","No","No"
"Vinous-throated Parrotbill","Yes","No","No","No","No"
"Vitelline Warbler","Yes","No","No","No","No"
"Taiwan Vivid Niltava","Yes","No","No","No","No"
"Volcano Hummingbird","Yes","No","No","No","No"
"Volcano Junco","Yes","No","No","No","No"
"Wandering Tattler","Yes","No","No","No","No"
"Warbling Doradito","Yes","No","No","No","No"
"Warbling Vireo","Yes","Yes","Yes","No","No"
"Warbling White-eye","Yes","No","No","No","No"
"Watercock","Yes","No","No","No","No"
"Wattled Jacana","Yes","No","No","No","No"
"White-bellied Blue Flycatcher","Yes","No","No","No","No"
"White-browed Chat-Tyrant","Yes","No","No","No","No"
"White-browed Ground-Tyrant","Yes","No","No","No","No"
"White-bellied Mountain-gem","Yes","No","No","No","No"
"White-bellied Sea-Eagle","Yes","No","No","No","No"
"White-breasted Wood-Wren","Yes","No","No","No","No"
"Western Bonelli's Warbler","Yes","No","No","No","No"
"Wedge-billed Woodcreeper","Yes","No","No","No","No"
"Western Crowned Warbler","Yes","No","No","No","No"
"Vigors's Sunbird","Yes","No","No","No","No"
"Western Chat-Tanager","Yes","No","No","No","No"
"Weebill","Yes","No","No","No","No"
"White-eared Ground-Sparrow","Yes","No","No","No","No"
"West Indian Woodpecker","Yes","No","No","No","No"
"Weka","Yes","No","No","No","No"
"Welcome Swallow","Yes","No","No","No","No"
"West Mexican Chachalaca","Yes","No","No","No","No"
"Western Orphean Warbler","Yes","No","No","No","No"
"West Peruvian Dove","Yes","No","No","No","No"
"Western Reef-Heron","Yes","No","No","No","No"
"Black-crowned Antshrike","Yes","No","No","No","No"
"Western Bluebird","Yes","No","No","No","No"
"Western Emerald","Yes","No","No","No","No"
"Western Flycatcher","Yes","No","No","No","No"
"Western Grebe","Yes","No","No","No","No"
"Western Gull","Yes","No","No","No","No"
"Western Kingbird","Yes","No","No","Yes","No"
"Western Meadowlark","Yes","No","No","Yes","No"
"Western Screech-Owl","Yes","No","No","No","No"
"Western Sandpiper","Yes","No","No","No","No"
"Western Spindalis","Yes","No","No","No","No"
"Western Tanager","Yes","Yes","No","No","No"
"Wedge-tailed Eagle","Yes","No","No","No","No"
"Wedge-tailed Sabrewing","Yes","No","No","No","No"
"Western Wood-Pewee","Yes","Yes","Yes","No","No"
"White-fronted Ground-Tyrant","Yes","No","No","No","No"
"White-faced Quail-Dove","Yes","No","No","No","No"
"White-faced Whistling-Duck","Yes","No","No","No","No"
"White-bellied Antbird","Yes","No","No","No","No"
"White-browed Meadowlark","Yes","No","No","No","No"
"White-browed Bulbul","Yes","No","No","No","No"
"White-bellied Chachalaca","Yes","No","No","No","No"
"White-bellied Emerald","Yes","No","No","No","No"
"White-browed Fulvetta","Yes","No","No","No","No"
"White-browed Laughingthrush","Yes","No","No","No","No"
"White-bearded Manakin","Yes","No","No","No","No"
"White-banded Mockingbird","Yes","No","No","No","No"
"White-breasted Nuthatch","Yes","Yes","No","No","No"
"White-bellied Parrot","Yes","No","No","No","No"
"White-browed Scrubwren","Yes","No","No","No","No"
"Taiwan Shortwing","Yes","No","No","No","No"
"White-bellied Treepie","Yes","No","No","No","No"
"White-backed Vulture","Yes","No","No","No","No"
"White-breasted Waterhen","Yes","No","No","No","No"
"White-breasted Woodswallow","Yes","No","No","No","No"
"White-browed Woodswallow","Yes","No","No","No","No"
"White-bellied Wren","Yes","No","No","No","No"
"White-bellied Erpornis","Yes","No","No","No","No"
"White-capped Albatross","Yes","No","No","No","No"
"White-cheeked Barbet","Yes","No","No","No","No"
"Himalayan Bulbul","Yes","No","No","No","No"
"White-crested Coquette","Yes","No","No","No","No"
"White-crested Elaenia","Yes","No","No","No","No"
"White-chested Emerald","Yes","No","No","No","No"
"White-collared Manakin","Yes","No","No","No","No"
"White-crowned Manakin","Yes","No","No","No","No"
"White-crowned Parrot","Yes","No","No","No","No"
"White-chinned Petrel","Yes","No","No","No","No"
"White-crowned Pigeon","Yes","No","No","No","No"
"White-cheeked Pintail","Yes","No","No","No","No"
"Morelet's Seedeater","Yes","No","No","No","No"
"Cinnamon-rumped Seedeater","Yes","No","No","No","No"
"White-crowned Sparrow","Yes","Yes","Yes","No","No"
"White-cheeked Starling","Yes","No","No","No","No"
"White-collared Swift","Yes","No","No","No","No"
"White-chinned Swift","Yes","No","No","No","No"
"White-capped Tanager","Yes","No","No","No","No"
"White-chinned Thrush","Yes","No","No","No","No"
"White-eyed Buzzard","Yes","No","No","No","No"
"White-eared Conebill","Yes","No","No","No","No"
"White-eared Hummingbird","Yes","No","No","No","No"
"White-eyed Parakeet","Yes","No","No","No","No"
"White-eared Sibia","Yes","No","No","No","No"
"White-eyed Thrush","Yes","No","No","No","No"
"White-eyed Vireo","Yes","No","No","No","No"
"White-flanked Antwren","Yes","No","No","No","No"
"Northern White-fringed Antwren","Yes","No","No","No","No"
"White-faced Heron","Yes","No","No","No","No"
"White-faced Ibis","Yes","No","No","No","No"
"White-fronted Nunbird","Yes","No","No","No","No"
"White-fronted Amazon","Yes","No","No","No","No"
"White-fronted Tern","Yes","No","No","No","No"
"White-headed Munia","Yes","No","No","No","No"
"White-headed Petrel","Yes","No","No","No","No"
"White-headed Vulture","Yes","No","No","No","No"
"White-headed Woodpecker","Yes","No","No","No","No"
"White-headed Wren","Yes","No","No","No","No"
"White Hawk","Yes","No","No","No","No"
"Whistling Heron","Yes","No","No","No","No"
"White Ibis","Yes","No","No","No","No"
"Whistling Kite","Yes","No","No","No","No"
"Whimbrel","Yes","No","No","No","No"
"White Stork","Yes","No","No","No","No"
"Whitehead","Yes","No","No","No","No"
"Whiskered Tern","Yes","No","No","No","No"
"White Wagtail","Yes","No","No","No","No"
"Whistling Warbler","Yes","No","No","No","No"
"White Woodpecker","Yes","No","No","No","No"
"White-lored Gnatcatcher","Yes","No","No","No","No"
"Yucatan Gnatcatcher","Yes","No","No","No","No"
"White-lined Tanager","Yes","No","No","No","No"
"White-mantled Barbet","Yes","No","No","No","No"
"White-headed Marsh Tyrant","Yes","No","No","No","No"
"White-naped Honeyeater","Yes","No","No","No","No"
"White-necked Jacobin","Yes","No","No","No","No"
"White-necked Puffbird","Yes","No","No","No","No"
"White-necked Thrush","Yes","No","No","No","No"
"White-naped Swift","Yes","No","No","No","No"
"White-naped Woodpecker","Yes","No","No","No","No"
"Whooping Crane","Yes","No","No","No","No"
"Whooper Swan","Yes","No","No","No","No"
"White-ringed Flycatcher","Yes","No","No","No","No"
"White-ruffed Manakin","Yes","No","No","No","No"
"White-rumped Munia","Yes","No","No","No","No"
"White-rumped Sandpiper","Yes","No","No","No","No"
"White-sided Hillstar","Yes","No","No","No","No"
"Whiskered Screech-Owl","Yes","No","No","No","No"
"White-shouldered Tanager","Yes","No","No","No","No"
"White-striped Woodcreeper","Yes","No","No","No","No"
"White-spotted Woodpecker","Yes","No","No","No","No"
"White-throated Caracara","Yes","No","No","No","No"
"White-throated Crake","Yes","No","No","No","No"
"White-tipped Dove","Yes","No","No","No","No"
"White-throated Earthcreeper","Yes","No","No","No","No"
"White-tailed Emerald","Yes","No","No","No","No"
"White-throated Flycatcher","Yes","No","No","No","No"
"White-tailed Goldenthroat","Yes","No","No","No","No"
"White-tufted Grebe","Yes","No","No","No","No"
"White-tailed Hawk","Yes","No","No","No","No"
"White-throated Hawk","Yes","No","No","No","No"
"White-throated Hummingbird","Yes","No","No","No","No"
"White-tailed Iora","Yes","No","No","No","No"
"White-throated Kingfisher","Yes","No","No","No","No"
"White-tailed Kite","Yes","No","No","No","No"
"White-throated Needletail","Yes","No","No","No","No"
"White-tailed Nightjar","Yes","No","No","No","No"
"White-tipped Plantcutter","Yes","No","No","No","No"
"White-tailed Ptarmigan","Yes","No","No","No","No"
"White-throated Thrush","Yes","No","No","No","No"
"White-tailed Robin","Yes","No","No","No","No"
"White-throated Robin","Yes","No","No","No","No"
"White-tailed Sabrewing","Yes","No","No","No","No"
"White-tipped Sicklebill","Yes","No","No","No","No"
"White-throated Sparrow","Yes","Yes","No","No","No"
"White-throated Spadebill","Yes","No","No","No","No"
"White-thighed Swallow","Yes","No","No","No","No"
"White-throated Swift","Yes","No","No","No","No"
"White-throated Tapaculo","Yes","No","No","No","No"
"White-throated Toucan","Yes","No","No","No","No"
"White-throated Towhee","Yes","No","No","No","No"
"White-throated Treerunner","Yes","No","No","No","No"
"White-throated Treecreeper","Yes","No","No","No","No"
"White-tailed Trogon","Yes","No","No","No","No"
"White-vented Euphonia","Yes","No","No","No","No"
"Javan Myna","Yes","No","No","No","No"
"White-vented Plumeleteer","Yes","No","No","No","No"
"White-winged Becard","Yes","No","No","No","No"
"White-winged Cinclodes","Yes","No","No","No","No"
"White-winged Coot","Yes","No","No","No","No"
"White-winged Crossbill","Yes","Yes","Yes","No","No"
